da_1hr_lmp ($/MWh),Datetime
-5.15306,2023-04-15T20:00:00.000Z
-5.61694,2023-04-15T21:00:00.000Z
-5.85357,2023-04-15T22:00:00.000Z
-3.13147,2023-04-15T23:00:00.000Z
1.29526,2023-04-16T00:00:00.000Z
27.67112,2023-04-16T01:00:00.000Z
79.27451,2023-04-16T02:00:00.000Z
102.78748,2023-04-16T03:00:00.000Z
98.57404,2023-04-16T04:00:00.000Z
84.96523,2023-04-16T05:00:00.000Z
79.14443,2023-04-16T06:00:00.000Z
74.52221,2023-04-16T07:00:00.000Z
79.94582,2023-04-16T08:00:00.000Z
74.90085,2023-04-16T09:00:00.000Z
75.09743,2023-04-16T10:00:00.000Z
74.22427,2023-04-16T11:00:00.000Z
71.64813,2023-04-16T12:00:00.000Z
72.79266,2023-04-16T13:00:00.000Z
69.00643,2023-04-16T14:00:00.000Z
40.95419,2023-04-16T15:00:00.000Z
12.39834,2023-04-16T16:00:00.000Z
6.20012,2023-04-16T17:00:00.000Z
0.00973,2023-04-16T18:00:00.000Z
-1.23889,2023-04-16T19:00:00.000Z
-2.42181,2023-04-16T20:00:00.000Z
-2.50786,2023-04-16T21:00:00.000Z
-4.62897,2023-04-16T22:00:00.000Z
-1.03709,2023-04-16T23:00:00.000Z
0.93643,2023-04-17T00:00:00.000Z
25.64822,2023-04-17T01:00:00.000Z
71.58469,2023-04-17T02:00:00.000Z
96.27696,2023-04-17T03:00:00.000Z
91.47971,2023-04-17T04:00:00.000Z
75.69123,2023-04-17T05:00:00.000Z
71.32197,2023-04-17T06:00:00.000Z
63.18032,2023-04-17T07:00:00.000Z
65.1722,2023-04-17T08:00:00.000Z
61.52442,2023-04-17T09:00:00.000Z
58.18471,2023-04-17T10:00:00.000Z
56.75141,2023-04-17T11:00:00.000Z
65.42671,2023-04-17T12:00:00.000Z
77.96196,2023-04-17T13:00:00.000Z
99.90825,2023-04-17T14:00:00.000Z
64.59533,2023-04-17T15:00:00.000Z
40.08908,2023-04-17T16:00:00.000Z
18.4691,2023-04-17T17:00:00.000Z
5.76808,2023-04-17T18:00:00.000Z
3.55472,2023-04-17T19:00:00.000Z
0.841,2023-04-17T20:00:00.000Z
0.16936,2023-04-17T21:00:00.000Z
0.02104,2023-04-17T22:00:00.000Z
2.03602,2023-04-17T23:00:00.000Z
7.98701,2023-04-18T00:00:00.000Z
39.18076,2023-04-18T01:00:00.000Z
77.44135,2023-04-18T02:00:00.000Z
102.95158,2023-04-18T03:00:00.000Z
102.34271,2023-04-18T04:00:00.000Z
83.35981,2023-04-18T05:00:00.000Z
75.40711,2023-04-18T06:00:00.000Z
68.06951,2023-04-18T07:00:00.000Z
57.16974,2023-04-18T08:00:00.000Z
55.14966,2023-04-18T09:00:00.000Z
51.81798,2023-04-18T10:00:00.000Z
52.01139,2023-04-18T11:00:00.000Z
56.80216,2023-04-18T12:00:00.000Z
72.22097,2023-04-18T13:00:00.000Z
98.23076,2023-04-18T14:00:00.000Z
65.91971,2023-04-18T15:00:00.000Z
36.72364,2023-04-18T16:00:00.000Z
14.38681,2023-04-18T17:00:00.000Z
6.88567,2023-04-18T18:00:00.000Z
-0.70414,2023-04-18T19:00:00.000Z
-4.22187,2023-04-18T20:00:00.000Z
-2.28349,2023-04-18T21:00:00.000Z
-3.25339,2023-04-18T22:00:00.000Z
0.16285,2023-04-18T23:00:00.000Z
10.10667,2023-04-19T00:00:00.000Z
42.31763,2023-04-19T01:00:00.000Z
77.42032,2023-04-19T02:00:00.000Z
113.1713,2023-04-19T03:00:00.000Z
105.07904,2023-04-19T04:00:00.000Z
88.3276,2023-04-19T05:00:00.000Z
76.82762,2023-04-19T06:00:00.000Z
66.60179,2023-04-19T07:00:00.000Z
62.55738,2023-04-19T08:00:00.000Z
60.23792,2023-04-19T09:00:00.000Z
58.21035,2023-04-19T10:00:00.000Z
58.1953,2023-04-19T11:00:00.000Z
64.48859,2023-04-19T12:00:00.000Z
80.48084,2023-04-19T13:00:00.000Z
101.49424,2023-04-19T14:00:00.000Z
58.68497,2023-04-19T15:00:00.000Z
3.90934,2023-04-19T16:00:00.000Z
-0.89047,2023-04-19T17:00:00.000Z
-0.03953,2023-04-19T18:00:00.000Z
-1.009,2023-04-19T19:00:00.000Z
-4.9523,2023-04-19T20:00:00.000Z
-5.15418,2023-04-19T21:00:00.000Z
-5.17066,2023-04-19T22:00:00.000Z
-1.21441,2023-04-19T23:00:00.000Z
1.61772,2023-04-20T00:00:00.000Z
29.28878,2023-04-20T01:00:00.000Z
73.36501,2023-04-20T02:00:00.000Z
100.43286,2023-04-20T03:00:00.000Z
102.37392,2023-04-20T04:00:00.000Z
84.49633,2023-04-20T05:00:00.000Z
72.99005,2023-04-20T06:00:00.000Z
65.84112,2023-04-20T07:00:00.000Z
65.14643,2023-04-20T08:00:00.000Z
61.70633,2023-04-20T09:00:00.000Z
60.15269,2023-04-20T10:00:00.000Z
61.05725,2023-04-20T11:00:00.000Z
64.23887,2023-04-20T12:00:00.000Z
87.64426,2023-04-20T13:00:00.000Z
104.45588,2023-04-20T14:00:00.000Z
62.11216,2023-04-20T15:00:00.000Z
31.57226,2023-04-20T16:00:00.000Z
15.94804,2023-04-20T17:00:00.000Z
9.46792,2023-04-20T18:00:00.000Z
8.12142,2023-04-20T19:00:00.000Z
8.57926,2023-04-20T20:00:00.000Z
8.09822,2023-04-20T21:00:00.000Z
7.69824,2023-04-20T22:00:00.000Z
8.83443,2023-04-20T23:00:00.000Z
15.92781,2023-04-21T00:00:00.000Z
40.02279,2023-04-21T01:00:00.000Z
85.59543,2023-04-21T02:00:00.000Z
124.1152,2023-04-21T03:00:00.000Z
112.69087,2023-04-21T04:00:00.000Z
95.97149,2023-04-21T05:00:00.000Z
85.4412,2023-04-21T06:00:00.000Z
78.26441,2023-04-21T07:00:00.000Z
65.29961,2023-04-21T08:00:00.000Z
64.71588,2023-04-21T09:00:00.000Z
64.6096,2023-04-21T10:00:00.000Z
65.33397,2023-04-21T11:00:00.000Z
75.72187,2023-04-21T12:00:00.000Z
90.90288,2023-04-21T13:00:00.000Z
110.99697,2023-04-21T14:00:00.000Z
62.75885,2023-04-21T15:00:00.000Z
34.54457,2023-04-21T16:00:00.000Z
22.19935,2023-04-21T17:00:00.000Z
13.79896,2023-04-21T18:00:00.000Z
17.14723,2023-04-21T19:00:00.000Z
15.75268,2023-04-21T20:00:00.000Z
17.48896,2023-04-21T21:00:00.000Z
18.11485,2023-04-21T22:00:00.000Z
21.46672,2023-04-21T23:00:00.000Z
31.92897,2023-04-22T00:00:00.000Z
54.26641,2023-04-22T01:00:00.000Z
101.73287,2023-04-22T02:00:00.000Z
131.31023,2023-04-22T03:00:00.000Z
119.78242,2023-04-22T04:00:00.000Z
96.97126,2023-04-22T05:00:00.000Z
88.13944,2023-04-22T06:00:00.000Z
78.32822,2023-04-22T07:00:00.000Z
68.7784,2023-04-22T08:00:00.000Z
64.52966,2023-04-22T09:00:00.000Z
61.32259,2023-04-22T10:00:00.000Z
55.20147,2023-04-22T11:00:00.000Z
62.15621,2023-04-22T12:00:00.000Z
65.63736,2023-04-22T13:00:00.000Z
66.32723,2023-04-22T14:00:00.000Z
39.61775,2023-04-22T15:00:00.000Z
12.70629,2023-04-22T16:00:00.000Z
7.64619,2023-04-22T17:00:00.000Z
6.00114,2023-04-22T18:00:00.000Z
6.18156,2023-04-22T19:00:00.000Z
7.25891,2023-04-22T20:00:00.000Z
9.46228,2023-04-22T21:00:00.000Z
12.69555,2023-04-22T22:00:00.000Z
19.89175,2023-04-22T23:00:00.000Z
32.142,2023-04-23T00:00:00.000Z
52.60805,2023-04-23T01:00:00.000Z
96.9719,2023-04-23T02:00:00.000Z
107.90052,2023-04-23T03:00:00.000Z
96.32911,2023-04-23T04:00:00.000Z
92.0442,2023-04-23T05:00:00.000Z
77.36875,2023-04-23T06:00:00.000Z
69.47,2023-04-23T07:00:00.000Z
54.01335,2023-04-23T08:00:00.000Z
52.15097,2023-04-23T09:00:00.000Z
50.27727,2023-04-23T10:00:00.000Z
49.34195,2023-04-23T11:00:00.000Z
52.09842,2023-04-23T12:00:00.000Z
55.16983,2023-04-23T13:00:00.000Z
52.17662,2023-04-23T14:00:00.000Z
29.6084,2023-04-23T15:00:00.000Z
6.13066,2023-04-23T16:00:00.000Z
-0.00609,2023-04-23T17:00:00.000Z
-4.93722,2023-04-23T18:00:00.000Z
-5.4142,2023-04-23T19:00:00.000Z
-6.25853,2023-04-23T20:00:00.000Z
-6.40463,2023-04-23T21:00:00.000Z
-6.02785,2023-04-23T22:00:00.000Z
-3.85657,2023-04-23T23:00:00.000Z
3.141,2023-04-24T00:00:00.000Z
28.77106,2023-04-24T01:00:00.000Z
60.94788,2023-04-24T02:00:00.000Z
81.65735,2023-04-24T03:00:00.000Z
86.34106,2023-04-24T04:00:00.000Z
70.57422,2023-04-24T05:00:00.000Z
58.50995,2023-04-24T06:00:00.000Z
53.74659,2023-04-24T07:00:00.000Z
49.50837,2023-04-24T08:00:00.000Z
47.20237,2023-04-24T09:00:00.000Z
46.04632,2023-04-24T10:00:00.000Z
45.94017,2023-04-24T11:00:00.000Z
49.47729,2023-04-24T12:00:00.000Z
56.57094,2023-04-24T13:00:00.000Z
73.00311,2023-04-24T14:00:00.000Z
42.4967,2023-04-24T15:00:00.000Z
8.8704,2023-04-24T16:00:00.000Z
0.96878,2023-04-24T17:00:00.000Z
-0.532,2023-04-24T18:00:00.000Z
-1.01614,2023-04-24T19:00:00.000Z
-2.50661,2023-04-24T20:00:00.000Z
0,2023-04-24T21:00:00.000Z
0,2023-04-24T22:00:00.000Z
1.73099,2023-04-24T23:00:00.000Z
10.98202,2023-04-25T00:00:00.000Z
37.31775,2023-04-25T01:00:00.000Z
66.59317,2023-04-25T02:00:00.000Z
102.5768,2023-04-25T03:00:00.000Z
95.53648,2023-04-25T04:00:00.000Z
79.81113,2023-04-25T05:00:00.000Z
66.02083,2023-04-25T06:00:00.000Z
60.30101,2023-04-25T07:00:00.000Z
58.52594,2023-04-25T08:00:00.000Z
53.4965,2023-04-25T09:00:00.000Z
52.36159,2023-04-25T10:00:00.000Z
52.01023,2023-04-25T11:00:00.000Z
51.86216,2023-04-25T12:00:00.000Z
70.13627,2023-04-25T13:00:00.000Z
84.46686,2023-04-25T14:00:00.000Z
56.79089,2023-04-25T15:00:00.000Z
25.38815,2023-04-25T16:00:00.000Z
11.95816,2023-04-25T17:00:00.000Z
9.90134,2023-04-25T18:00:00.000Z
6.65522,2023-04-25T19:00:00.000Z
6.02921,2023-04-25T20:00:00.000Z
6.52287,2023-04-25T21:00:00.000Z
6.16692,2023-04-25T22:00:00.000Z
12.48765,2023-04-25T23:00:00.000Z
29.07103,2023-04-26T00:00:00.000Z
50.50919,2023-04-26T01:00:00.000Z
84.75029,2023-04-26T02:00:00.000Z
114.76874,2023-04-26T03:00:00.000Z
112.69281,2023-04-26T04:00:00.000Z
90.75278,2023-04-26T05:00:00.000Z
82.4046,2023-04-26T06:00:00.000Z
77.1556,2023-04-26T07:00:00.000Z
79.16273,2023-03-20T04:00:00.000Z
71.47936,2023-03-20T05:00:00.000Z
68.39056,2023-03-20T06:00:00.000Z
61.03905,2023-03-20T07:00:00.000Z
55.41236,2023-03-20T08:00:00.000Z
55.50717,2023-03-20T09:00:00.000Z
55.12515,2023-03-20T10:00:00.000Z
54.59896,2023-03-20T11:00:00.000Z
55.17061,2023-03-20T12:00:00.000Z
62.73142,2023-03-20T13:00:00.000Z
85.59336,2023-03-20T14:00:00.000Z
93.15585,2023-03-20T15:00:00.000Z
50.77247,2023-03-20T16:00:00.000Z
2.14368,2023-03-20T17:00:00.000Z
-5.80049,2023-03-20T18:00:00.000Z
-7.02192,2023-03-20T19:00:00.000Z
-7.36178,2023-03-20T20:00:00.000Z
-7.38026,2023-03-20T21:00:00.000Z
-7.8602,2023-03-20T22:00:00.000Z
-6.86655,2023-03-20T23:00:00.000Z
-0.1312,2023-03-21T00:00:00.000Z
57.68416,2023-03-21T01:00:00.000Z
86.46215,2023-03-21T02:00:00.000Z
98.11607,2023-03-21T03:00:00.000Z
97.10539,2023-03-21T04:00:00.000Z
86.54739,2023-03-21T05:00:00.000Z
75.99438,2023-03-21T06:00:00.000Z
70.04377,2023-03-21T07:00:00.000Z
76.94934,2023-03-21T08:00:00.000Z
75.42538,2023-03-21T09:00:00.000Z
74.53598,2023-03-21T10:00:00.000Z
75.04457,2023-03-21T11:00:00.000Z
81.29979,2023-03-21T12:00:00.000Z
98.40343,2023-03-21T13:00:00.000Z
121.43743,2023-03-21T14:00:00.000Z
127.71132,2023-03-21T15:00:00.000Z
121.75365,2023-03-21T16:00:00.000Z
91.19932,2023-03-21T17:00:00.000Z
55.92224,2023-03-21T18:00:00.000Z
16.00924,2023-03-21T19:00:00.000Z
7.25348,2023-03-21T20:00:00.000Z
2.23405,2023-03-21T21:00:00.000Z
1.60411,2023-03-21T22:00:00.000Z
7.17958,2023-03-21T23:00:00.000Z
12.57294,2023-03-22T00:00:00.000Z
86.83024,2023-03-22T01:00:00.000Z
108.24508,2023-03-22T02:00:00.000Z
115.63766,2023-03-22T03:00:00.000Z
115.3061,2023-03-22T04:00:00.000Z
106.63462,2023-03-22T05:00:00.000Z
97.70123,2023-03-22T06:00:00.000Z
88.8394,2023-03-22T07:00:00.000Z
73.00795,2023-03-22T08:00:00.000Z
70.7611,2023-03-22T09:00:00.000Z
69.40049,2023-03-22T10:00:00.000Z
68.26749,2023-03-22T11:00:00.000Z
71.00586,2023-03-22T12:00:00.000Z
90.39094,2023-03-22T13:00:00.000Z
112.71899,2023-03-22T14:00:00.000Z
110.67077,2023-03-22T15:00:00.000Z
4.03479,2023-03-22T16:00:00.000Z
-0.50911,2023-03-22T17:00:00.000Z
-4.67148,2023-03-22T18:00:00.000Z
-5.30066,2023-03-22T19:00:00.000Z
-5.66044,2023-03-22T20:00:00.000Z
-6.12473,2023-03-22T21:00:00.000Z
-6.11195,2023-03-22T22:00:00.000Z
-4.83062,2023-03-22T23:00:00.000Z
-3.6502,2023-03-23T00:00:00.000Z
26.98253,2023-03-23T01:00:00.000Z
101.02791,2023-03-23T02:00:00.000Z
113.55835,2023-03-23T03:00:00.000Z
108.84508,2023-03-23T04:00:00.000Z
101.33342,2023-03-23T05:00:00.000Z
94.18664,2023-03-23T06:00:00.000Z
80.27259,2023-03-23T07:00:00.000Z
69.27989,2023-03-23T08:00:00.000Z
64.97999,2023-03-23T09:00:00.000Z
64.17266,2023-03-23T10:00:00.000Z
65.78998,2023-03-23T11:00:00.000Z
70.10891,2023-03-23T12:00:00.000Z
85.76184,2023-03-23T13:00:00.000Z
106,2023-03-23T14:00:00.000Z
97.06106,2023-03-23T15:00:00.000Z
6.7918,2023-03-23T16:00:00.000Z
-5.63033,2023-03-23T17:00:00.000Z
-7.98752,2023-03-23T18:00:00.000Z
-9.88188,2023-03-23T19:00:00.000Z
-10.29325,2023-03-23T20:00:00.000Z
-10.44603,2023-03-23T21:00:00.000Z
-10.7936,2023-03-23T22:00:00.000Z
-9.32195,2023-03-23T23:00:00.000Z
-1.06203,2023-03-24T00:00:00.000Z
28.7262,2023-03-24T01:00:00.000Z
81.00319,2023-03-24T02:00:00.000Z
98.82644,2023-03-24T03:00:00.000Z
98.77511,2023-03-24T04:00:00.000Z
87.11264,2023-03-24T05:00:00.000Z
71.28505,2023-03-24T06:00:00.000Z
68.85149,2023-03-24T07:00:00.000Z
57.72124,2023-03-24T08:00:00.000Z
56.54482,2023-03-24T09:00:00.000Z
53.79456,2023-03-24T10:00:00.000Z
52.77436,2023-03-24T11:00:00.000Z
59.19734,2023-03-24T12:00:00.000Z
70.76304,2023-03-24T13:00:00.000Z
101.33698,2023-03-24T14:00:00.000Z
87.22403,2023-03-24T15:00:00.000Z
3.82035,2023-03-24T16:00:00.000Z
-8.3246,2023-03-24T17:00:00.000Z
-9.89962,2023-03-24T18:00:00.000Z
-10.99408,2023-03-24T19:00:00.000Z
-11.02244,2023-03-24T20:00:00.000Z
-11.25488,2023-03-24T21:00:00.000Z
-11.71758,2023-03-24T22:00:00.000Z
-10.41824,2023-03-24T23:00:00.000Z
-5.5812,2023-03-25T00:00:00.000Z
10.10014,2023-03-25T01:00:00.000Z
76.5781,2023-03-25T02:00:00.000Z
89.82755,2023-03-25T03:00:00.000Z
89.01232,2023-03-25T04:00:00.000Z
82.9034,2023-03-25T05:00:00.000Z
77.18318,2023-03-25T06:00:00.000Z
76.74017,2023-03-25T07:00:00.000Z
71.48225,2023-03-25T08:00:00.000Z
68.71033,2023-03-25T09:00:00.000Z
64.75946,2023-03-25T10:00:00.000Z
66.13432,2023-03-25T11:00:00.000Z
70.28321,2023-03-25T12:00:00.000Z
76.71345,2023-03-25T13:00:00.000Z
90.67251,2023-03-25T14:00:00.000Z
75.04147,2023-03-25T15:00:00.000Z
27.40894,2023-03-25T16:00:00.000Z
1.5524,2023-03-25T17:00:00.000Z
-0.00988,2023-03-25T18:00:00.000Z
-1.99083,2023-03-25T19:00:00.000Z
-3.37207,2023-03-25T20:00:00.000Z
-4.61234,2023-03-25T21:00:00.000Z
-4.95611,2023-03-25T22:00:00.000Z
-3.37733,2023-03-25T23:00:00.000Z
-0.00989,2023-03-26T00:00:00.000Z
10.10649,2023-03-26T01:00:00.000Z
71.62546,2023-03-26T02:00:00.000Z
86.80696,2023-03-26T03:00:00.000Z
84.49525,2023-03-26T04:00:00.000Z
79.50884,2023-03-26T05:00:00.000Z
71.84854,2023-03-26T06:00:00.000Z
64.84361,2023-03-26T07:00:00.000Z
64.1133,2023-03-26T08:00:00.000Z
63.47967,2023-03-26T09:00:00.000Z
59.55713,2023-03-26T10:00:00.000Z
59.09304,2023-03-26T11:00:00.000Z
62.54909,2023-03-26T12:00:00.000Z
69.76673,2023-03-26T13:00:00.000Z
79.97577,2023-03-26T14:00:00.000Z
63.00226,2023-03-26T15:00:00.000Z
19.38489,2023-03-26T16:00:00.000Z
0.3351,2023-03-26T17:00:00.000Z
-0.00954,2023-03-26T18:00:00.000Z
-2.85843,2023-03-26T19:00:00.000Z
-4.12036,2023-03-26T20:00:00.000Z
-4.98939,2023-03-26T21:00:00.000Z
-4.95194,2023-03-26T22:00:00.000Z
-2.98607,2023-03-26T23:00:00.000Z
-0.00979,2023-03-27T00:00:00.000Z
12.57508,2023-03-27T01:00:00.000Z
72.58841,2023-03-27T02:00:00.000Z
89.99735,2023-03-27T03:00:00.000Z
88.84702,2023-03-27T04:00:00.000Z
80.47797,2023-03-27T05:00:00.000Z
75.69221,2023-03-27T06:00:00.000Z
72.91899,2023-03-27T07:00:00.000Z
93.6271,2023-03-27T08:00:00.000Z
93.10363,2023-03-27T09:00:00.000Z
92.78188,2023-03-27T10:00:00.000Z
93.22731,2023-03-27T11:00:00.000Z
98.5054,2023-03-27T12:00:00.000Z
114.07849,2023-03-27T13:00:00.000Z
145.97154,2023-03-27T14:00:00.000Z
120.6153,2023-03-27T15:00:00.000Z
59.68984,2023-03-27T16:00:00.000Z
29.0402,2023-03-27T17:00:00.000Z
20.41991,2023-03-27T18:00:00.000Z
15.90191,2023-03-27T19:00:00.000Z
12.43795,2023-03-27T20:00:00.000Z
9.27143,2023-03-27T21:00:00.000Z
8.96151,2023-03-27T22:00:00.000Z
13.19412,2023-03-27T23:00:00.000Z
19.64905,2023-03-28T00:00:00.000Z
55.71417,2023-03-28T01:00:00.000Z
103.92744,2023-03-28T02:00:00.000Z
128.70074,2023-03-28T03:00:00.000Z
120.42501,2023-03-28T04:00:00.000Z
107.79384,2023-03-28T05:00:00.000Z
103.43916,2023-03-28T06:00:00.000Z
99.34042,2023-03-28T07:00:00.000Z
84.06384,2023-03-28T08:00:00.000Z
78.70135,2023-03-28T09:00:00.000Z
78.73387,2023-03-28T10:00:00.000Z
78.62625,2023-03-28T11:00:00.000Z
81.34184,2023-03-28T12:00:00.000Z
103.52827,2023-03-28T13:00:00.000Z
137.6979,2023-03-28T14:00:00.000Z
110.02693,2023-03-28T15:00:00.000Z
57.4042,2023-03-28T16:00:00.000Z
34.02332,2023-03-28T17:00:00.000Z
15.2813,2023-03-28T18:00:00.000Z
11.76001,2023-03-28T19:00:00.000Z
8.90972,2023-03-28T20:00:00.000Z
5.90379,2023-03-28T21:00:00.000Z
7.6591,2023-03-28T22:00:00.000Z
8.78878,2023-03-28T23:00:00.000Z
13.58393,2023-03-29T00:00:00.000Z
58.01823,2023-03-29T01:00:00.000Z
95.69252,2023-03-29T02:00:00.000Z
114.18708,2023-03-29T03:00:00.000Z
108.53655,2023-03-29T04:00:00.000Z
100.26749,2023-03-29T05:00:00.000Z
94.75723,2023-03-29T06:00:00.000Z
79.38537,2023-03-29T07:00:00.000Z
70.86322,2023-03-29T08:00:00.000Z
69.97437,2023-03-29T09:00:00.000Z
64.93983,2023-03-29T10:00:00.000Z
63.23876,2023-03-29T11:00:00.000Z
65.88724,2023-03-29T12:00:00.000Z
85.21814,2023-03-29T13:00:00.000Z
111.50658,2023-03-29T14:00:00.000Z
99.1381,2023-03-29T15:00:00.000Z
65.26656,2023-03-29T16:00:00.000Z
49.61538,2023-03-29T17:00:00.000Z
43.24248,2023-03-29T18:00:00.000Z
32.6068,2023-03-29T19:00:00.000Z
26.56651,2023-03-29T20:00:00.000Z
26.42445,2023-03-29T21:00:00.000Z
22.80824,2023-03-29T22:00:00.000Z
23.58207,2023-03-29T23:00:00.000Z
42.25035,2023-03-30T00:00:00.000Z
65.4067,2023-03-30T01:00:00.000Z
100.83673,2023-03-30T02:00:00.000Z
114.10394,2023-03-30T03:00:00.000Z
114.82281,2023-03-30T04:00:00.000Z
100.80927,2023-03-30T05:00:00.000Z
92.39103,2023-03-30T06:00:00.000Z
82.36699,2023-03-30T07:00:00.000Z
66.25075,2023-03-30T08:00:00.000Z
65.99514,2023-03-30T09:00:00.000Z
63.74625,2023-03-30T10:00:00.000Z
63.1916,2023-03-30T11:00:00.000Z
67.34496,2023-03-30T12:00:00.000Z
85.53653,2023-03-30T13:00:00.000Z
110.06684,2023-03-30T14:00:00.000Z
91.19663,2023-03-30T15:00:00.000Z
49.45425,2023-03-30T16:00:00.000Z
30.0905,2023-03-30T17:00:00.000Z
22.3397,2023-03-30T18:00:00.000Z
16.83563,2023-03-30T19:00:00.000Z
14.25512,2023-03-30T20:00:00.000Z
11.21987,2023-03-30T21:00:00.000Z
6.35711,2023-03-30T22:00:00.000Z
4.83314,2023-03-30T23:00:00.000Z
8.16579,2023-03-31T00:00:00.000Z
28.27618,2023-03-31T01:00:00.000Z
75.00327,2023-03-31T02:00:00.000Z
89.51767,2023-03-31T03:00:00.000Z
89.51903,2023-03-31T04:00:00.000Z
84.28053,2023-03-31T05:00:00.000Z
75.01262,2023-03-31T06:00:00.000Z
69.34891,2023-03-31T07:00:00.000Z
64.98921,2023-03-31T08:00:00.000Z
61.15493,2023-03-31T09:00:00.000Z
61.02605,2023-03-31T10:00:00.000Z
60.35137,2023-03-31T11:00:00.000Z
62.10524,2023-03-31T12:00:00.000Z
82.7923,2023-03-31T13:00:00.000Z
104.57603,2023-03-31T14:00:00.000Z
89.74194,2023-03-31T15:00:00.000Z
35.80381,2023-03-31T16:00:00.000Z
7.56498,2023-03-31T17:00:00.000Z
2.3899,2023-03-31T18:00:00.000Z
0.0049,2023-03-31T19:00:00.000Z
0.15672,2023-03-31T20:00:00.000Z
0.10526,2023-03-31T21:00:00.000Z
0.00463,2023-03-31T22:00:00.000Z
2.44046,2023-03-31T23:00:00.000Z
6.86415,2023-04-01T00:00:00.000Z
43.2828,2023-04-01T01:00:00.000Z
77.14114,2023-04-01T02:00:00.000Z
96.06881,2023-04-01T03:00:00.000Z
123.52675,2023-03-07T05:00:00.000Z
116.01025,2023-03-07T06:00:00.000Z
100.22229,2023-03-07T07:00:00.000Z
97.61647,2023-03-07T08:00:00.000Z
96.79523,2023-03-07T09:00:00.000Z
91.412,2023-03-07T10:00:00.000Z
88.11708,2023-03-07T11:00:00.000Z
91.24864,2023-03-07T12:00:00.000Z
97.84948,2023-03-07T13:00:00.000Z
112.59975,2023-03-07T14:00:00.000Z
127.5686,2023-03-07T15:00:00.000Z
91.59745,2023-03-07T16:00:00.000Z
7.99052,2023-03-07T17:00:00.000Z
-0.30001,2023-03-07T18:00:00.000Z
-2.98656,2023-03-07T19:00:00.000Z
-7.12116,2023-03-07T20:00:00.000Z
-8.95915,2023-03-07T21:00:00.000Z
-8.31843,2023-03-07T22:00:00.000Z
-8.66268,2023-03-07T23:00:00.000Z
-0.2366,2023-03-08T00:00:00.000Z
68.69861,2023-03-08T01:00:00.000Z
118.8372,2023-03-08T02:00:00.000Z
132.70619,2023-03-08T03:00:00.000Z
126.95311,2023-03-08T04:00:00.000Z
118.91284,2023-03-08T05:00:00.000Z
115.177,2023-03-08T06:00:00.000Z
108.88747,2023-03-08T07:00:00.000Z
103.81681,2023-03-08T08:00:00.000Z
89.66489,2023-03-08T09:00:00.000Z
85.04894,2023-03-08T10:00:00.000Z
84.90039,2023-03-08T11:00:00.000Z
85.29664,2023-03-08T12:00:00.000Z
99.28215,2023-03-08T13:00:00.000Z
113.01961,2023-03-08T14:00:00.000Z
134.5958,2023-03-08T15:00:00.000Z
86.083,2023-03-08T16:00:00.000Z
7.37783,2023-03-08T17:00:00.000Z
-2.1424,2023-03-08T18:00:00.000Z
-4.10269,2023-03-08T19:00:00.000Z
-8.51566,2023-03-08T20:00:00.000Z
-9.3094,2023-03-08T21:00:00.000Z
-9.01294,2023-03-08T22:00:00.000Z
-6.07871,2023-03-08T23:00:00.000Z
2.24497,2023-03-09T00:00:00.000Z
67.91625,2023-03-09T01:00:00.000Z
112.20415,2023-03-09T02:00:00.000Z
121.67046,2023-03-09T03:00:00.000Z
117.89246,2023-03-09T04:00:00.000Z
115.50347,2023-03-09T05:00:00.000Z
112.05759,2023-03-09T06:00:00.000Z
107.71211,2023-03-09T07:00:00.000Z
91.82643,2023-03-09T08:00:00.000Z
82.22261,2023-03-09T09:00:00.000Z
81.78495,2023-03-09T10:00:00.000Z
79.93361,2023-03-09T11:00:00.000Z
82.40634,2023-03-09T12:00:00.000Z
94.91813,2023-03-09T13:00:00.000Z
103.94983,2023-03-09T14:00:00.000Z
115.0558,2023-03-09T15:00:00.000Z
90.56223,2023-03-09T16:00:00.000Z
0,2023-03-09T17:00:00.000Z
-2.57944,2023-03-09T18:00:00.000Z
-1.46161,2023-03-09T19:00:00.000Z
-6.23838,2023-03-09T20:00:00.000Z
-6.64437,2023-03-09T21:00:00.000Z
-6.81573,2023-03-09T22:00:00.000Z
-6.46408,2023-03-09T23:00:00.000Z
-3.37595,2023-03-10T00:00:00.000Z
74.87644,2023-03-10T01:00:00.000Z
112.43,2023-03-10T02:00:00.000Z
118.1297,2023-03-10T03:00:00.000Z
111.38201,2023-03-10T04:00:00.000Z
100.47415,2023-03-10T05:00:00.000Z
97.82605,2023-03-10T06:00:00.000Z
84.79997,2023-03-10T07:00:00.000Z
75.61684,2023-03-10T08:00:00.000Z
62.67791,2023-03-10T09:00:00.000Z
61.82016,2023-03-10T10:00:00.000Z
61.61198,2023-03-10T11:00:00.000Z
61.61337,2023-03-10T12:00:00.000Z
65.85428,2023-03-10T13:00:00.000Z
90.04454,2023-03-10T14:00:00.000Z
97.90956,2023-03-10T15:00:00.000Z
86.75635,2023-03-10T16:00:00.000Z
69.93983,2023-03-10T17:00:00.000Z
35.05768,2023-03-10T18:00:00.000Z
33.68525,2023-03-10T19:00:00.000Z
24.64404,2023-03-10T20:00:00.000Z
31.84403,2023-03-10T21:00:00.000Z
27.01527,2023-03-10T22:00:00.000Z
34.30783,2023-03-10T23:00:00.000Z
57.05411,2023-03-11T00:00:00.000Z
